[2024-10-07 18:17:56,711] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2024-10-07 18:17:59,216] 26 root - INFO - >>>>> Feature Extraction Training Pipeline started <<<<
[2024-10-07 18:17:59,220] 26 root - INFO - yaml file: training/config/config.yaml loaded successfully as <class 'dict'>
[2024-10-07 18:17:59,222] 26 root - INFO - yaml file: training/config/params.yaml loaded successfully as <class 'dict'>
[2024-10-07 18:17:59,223] 26 root - INFO - yaml file: training/config/schema.yaml loaded successfully as <class 'dict'>
[2024-10-07 18:17:59,223] 43 root - INFO - Created directory at: artifacts
[2024-10-07 18:17:59,223] 43 root - INFO - Created directory at: artifacts/feature_extraction
[2024-10-07 18:17:59,223] 167 root - INFO - Starting featuer extraction loop
[2024-10-07 18:19:03,505] 203 root - INFO - Feature extraction completed successfully
[2024-10-07 18:19:08,167] 142 root - INFO - Data, labels, and groups have been saved to artifacts/feature_extraction
[2024-10-07 18:19:08,229] 29 root - INFO - >>>>>>>> Feature Extraction Training Pipeline completed <<<<<<<<<
